sec,nanosec,image,motor position #0,motor position #1,wire length #0,wire length #1,loadcell #0,loadcell #1,fx,fy,fz,tx,ty,tz,wire length #0_normalized,wire length #1_normalized,loadcell #0_normalized,loadcell #1_normalized,fx_normalized,fy_normalized,fz_normalized,tx_normalized,ty_normalized,tz_normalized
1727765863,227880615,1_1727765863-227880615.png,0,0,0.0,0.0,138.3300018310547,160.02000427246094,-47.89545532405106,55.25430483786954,-41.006958081103434,23.286706687678006,-6.778944213415951,-16.679746949424608,0.4844943671141622,0.4843405616126813,0.00870317232468433,0.014672602281275371,0.0,0.21235051784447753,0.0,0.3397074185805959,0.8765127205222785,0.594525527087164
1727765863,261250244,2_1727765863-261250244.png,0,0,0.0,0.0,138.25999450683594,160.08999633789062,-47.3704306953577,55.55882596734656,-39.73991266238658,22.924969162804697,-7.127741773507506,-16.58539095478684,0.4844943671141622,0.4843405616126813,0.00868271962955372,0.014697705328133463,0.0014103455934233178,0.2145891745604532,0.006924909381104988,0.3351323644920583,0.8667238439170395,0.5974187685840562
1727765863,294619385,3_1727765863-294619385.png,0,0,0.0,0.0,138.1699981689453,159.47999572753906,-46.840254634680946,55.862145170318755,-38.49316934186227,22.56079448131304,-7.475132495699532,-16.491082167810827,0.4844943671141622,0.4843405616126813,0.008656427128272047,0.01447892518768304,0.002834529203199626,0.21681899543358682,0.013738859685169108,0.3305264866084082,0.8569744497055376,0.6003105625505981
1727765863,327989746,4_1727765863-327989746.png,0,0,0.0,0.0,138.2100067138672,159.97999572753906,-46.305257952721796,56.16394174545801,-37.26716554100681,22.194526559471004,-7.821001150640321,-16.396886796783342,0.4844943671141622,0.4843405616126813,0.008668115656308761,0.014658252992227637,0.004271662190227288,0.21903762286004572,0.020439460229080303,0.3258941345904348,0.8472677717575994,0.6031988788395432
1727765863,361359375,5_1727765863-361359375.png,0,0,0.0,0.0,138.3800048828125,160.13999938964844,-45.765775127531434,56.463901205259255,-36.062289485261275,21.82651591559109,-8.165239376895762,-16.302870278007102,0.4844943671141622,0.4843405616126813,0.00871778075579658,0.014715639203117983,0.005720846063997823,0.2212427449162975,0.027024589205712185,0.3212397415978974,0.8376068511974433,0.6060817109750214
1727765863,394730469,6_1727765863-394730469.png,0,0,0.0,0.0,138.3800048828125,160.13999938964844,-45.222143482476525,56.76171624625021,-34.87887975842711,21.457119077168944,-8.507745812156061,-16.20909711907665,0.4844943671141622,0.4843405616126813,0.00871778075579658,0.014715639203117983,0.007181174690783901,0.2234321024915106,0.03349239611933011,0.316567816791346,0.8279945327214101,0.6089570809581772
1727765863,428101074,7_1727765863-428101074.png,0,0,0.0,0.0,138.49000549316406,160.75,-44.67470235116286,57.057087685526284,-33.71722503408555,21.08669796897981,-8.84842619756346,-16.115630745482743,0.4844943671141622,0.4843405616126813,0.008749917521096613,0.014934419343568407,0.008651736536860327,0.22560349617239697,0.03984130325349139,0.31188293759310726,0.8184334616700446,0.6118230439707453
1727765863,461472900,8_1727765863-461472900.png,0,0,0.0,0.0,138.49000549316406,160.75,-44.12379223297351,57.34972535742542,-32.57756398560104,20.715619283947156,-9.187193454819177,-16.022533351467157,0.4844943671141622,0.4843405616126813,0.008749917521096613,0.014934419343568407,0.010131616936936663,0.22775479283502778,0.046070006162912486,0.3071897417303822,0.8089260818641166,0.6146776929482953
1727765863,494843994,9_1727765863-494843994.png,0,0,0.0,0.0,138.49000549316406,160.75,-43.56975394260361,57.63934896448446,-31.460085375311678,20.344253838458325,-9.523967735790022,-15.929865755958792,0.4844943671141622,0.4843405616126813,0.008749917521096613,0.014934419343568407,0.01161990037871656,0.22988393190055442,0.05217747318600763,0.30249291908163906,0.799474634212429,0.6175191629976684
1727765863,528216553,10_1727765863-528216553.png,0,0,0.0,0.0,138.4600067138672,159.67999267578125,-43.012927756560366,57.92568887712864,-30.36492832274374,19.972975913698658,-9.858676444465523,-15.83768726428199,0.4844943671141622,0.4843405616126813,0.008741153354002724,0.014550655214970822,0.013115672795609129,0.23198893121404593,0.05816294397898933,0.2977972033461748,0.7900811560956,0.6203456356374205
1727765863,561588379,11_1727765863-561588379.png,0,0,0.0,0.0,138.57000732421875,161.0500030517578,-42.45365255910743,58.208486876877025,-29.292182751083985,19.602162584543787,-10.191254231331982,-15.746055536147189,0.4844943671141622,0.4843405616126813,0.008773290119302758,0.015042017120825223,0.014618023860932916,0.2340678925080896,0.06402592707571883,0.29310736355632055,0.7807474815239527,0.6231553428456305
1727765863,594961670,12_1727765863-594961670.png,0,0,0.0,0.0,138.6199951171875,160.7100067138672,-41.89226498965259,58.487496838175815,-28.24189001045664,19.232193037576945,-10.521642960478657,-15.655026460237766,0.4844943671141622,0.4843405616126813,0.008787894092547717,0.014920075527170965,0.016126049278242766,0.2361190064152209,0.0697661964812484,0.288428195452105,0.7714752420606674,0.6259465709054476
1727765863,628334473,13_1727765863-628334473.png,0,0,0.0,0.0,138.50999450683594,160.42999267578125,-41.329098593200406,58.76248534427151,-27.214043675397242,18.863447879847115,-10.849791649947518,-15.564654035534135,0.4844943671141622,0.4843405616126813,0.008755757327247683,0.014819646921787721,0.017638853063423485,0.23814055699545314,0.07538378731330822,0.28376451273881403,0.7622658684958455,0.6287176640440562
