fx,fy,pred_fx,pred_fy
31.941794029338062,-439.2198213675803,-20.710108,-48.13759
32.46636915861356,-440.32330439744993,-25.01103,-167.57642
32.99005160989502,-441.4269058103101,-28.118956,-58.379314
33.512353006203085,-442.5297568025349,-29.236265,-167.57642
34.03279308776155,-443.6309934102866,-27.826302,-43.111908
34.550901400168435,-444.7297584101465,-27.259684,-50.107365
35.0662189985592,-445.8252032019904,-19.168661,-42.197
35.578300162411665,-446.91648966582807,-20.42472,-67.88351
36.08671411583408,-448.0027919842355,-26.846333,-167.57642
36.59104674827166,-449.0832984222527,-14.9257145,-37.233723
37.09090233034638,-450.1572130570888,-31.36393,-167.57642
37.58590521893232,-451.2237574506233,-28.599287,-47.405735
38.07570154466799,-452.28217225859,-27.245968,-167.57642
38.55996087415538,-453.3317187714664,-16.030453,-41.772346
39.03837783841939,-454.37168038325154,-30.787512,-38.333614
39.510673719093454,-455.40136398532553,-29.697874,-66.11447
39.97659798426345,-456.42010128339695,-14.876899,-38.40109
40.43592976659734,-457.4272500362387,-18.577223,-49.77077
40.88847927693735,-458.4221952155134,-27.625818,-43.78745
41.33408914689909,-459.4043500864898,-27.682037,-55.99744
41.77263569447511,-460.3731572098876,-27.49391,-57.670635
42.20403010737665,-461.32808936556336,-30.836195,-80.882324
42.62821953972038,-462.26865039938696,-25.588194,-43.547665
43.045188118325896,-463.1943759954776,-25.536955,-41.11328
43.45495785512197,-464.1048343767994,-26.361368,-52.141598
43.85758946204185,-464.99962693766304,-17.10667,-48.276463
44.2531830645412,-465.8783888117313,-20.36315,-47.245075
44.64187880968663,-466.7407893786996,-16.99423,-45.636337
45.02385736478825,-467.58653271216207,-16.411474,-48.29644
45.39934030291416,-468.4153579706346,-18.039793,-94.07138
45.76859037237816,-469.2270397335994,-17.909645,-49.512756
46.13191164832935,-470.0213882848012,-19.023518,-65.219055
46.48964956564768,-470.7982498455792,-25.392504,-167.57642
46.84219083315418,-471.55750676131055,-25.635866,-53.063026
47.18996322948614,-472.2990776437749,-28.194723,-58.33821
47.53343528102807,-473.0229174714104,-20.36797,-50.939587
47.87311582253901,-473.729017648302,-29.069923,-55.06189
48.20955344196502,-474.4174060217229,-16.280367,-49.737396
48.54333581222903,-475.0881468574144,-20.075712,-45.105583
48.87508891401261,-475.7413407715886,-30.569372,-76.039635
49.20547615426163,-476.37712461872087,-29.36503,-60.079666
49.53519738530486,-476.9956713343067,-26.362967,-54.33843
49.86498782924957,-477.5971897316913,-22.974873,-91.143364
50.19561691188413,-478.1819242517955,-24.911081,-64.53579
50.52788700979645,-478.7501546641747,-16.100494,-44.88372
50.86263211394561,-479.3021957175144,-27.118803,-167.57642
51.20071641257983,-479.83839673740135,-27.039972,-167.57642
51.54303279611425,-480.3591411689295,-15.089447,-37.054955
51.89050128628833,-480.86484606136713,-15.743044,-47.74396
52.244067391663705,-481.3559614918421,-27.09675,-167.57642
52.60470039139764,-481.8329699248683,-17.18699,-167.57642
52.97339154925885,-482.2963855045485,-19.110817,-46.97662
53.35115226001172,-482.7467532764008,-19.446856,-52.738804
53.73901213059228,-483.1846483359921,-17.60479,-44.083908
54.1380169989783,-483.6106749019476,-20.42829,-45.954765
54.549226894272216,-484.0254653114308,-21.144526,-47.125393
54.97371394215237,-484.4296789368474,-19.450186,-47.424206
55.41256022042772,-484.8240010232497,-14.94481,-47.147964
55.86685556994634,-485.2091414465821,-21.908085,-53.630173
56.33769536655726,-485.5858333934131,-21.144205,-53.400646
56.82617826019269,-485.95483196321817,-19.803934,-44.28489
57.33340388741736,-486.31691269486345,-8.967656,-49.025578
57.8604705639833,-486.6728700198546,-19.842897,-52.86096
58.40847296402069,-487.02351564612434,-14.940788,-88.97834
58.97849979248812,-487.3696768773488,-20.283413,-48.34032
59.57163145741871,-487.712194873699,-13.564059,-167.57642
60.18893774839103,-488.0519228604261,-12.962341,-51.70723
60.831475527558105,-488.3897242908464,-12.939278,-47.558372
61.50028643945241,-488.726470970348,-23.300953,-50.2839
62.19639464559933,-489.0630411481051,-22.883606,-52.216316
62.92080458973143,-489.4003175832667,-22.489136,-57.81772
