Image Filename,Coefficients
283.png,[-0.04502881 -0.19846378  0.06962918 -0.06882152]
284.png,[-0.07316925 -0.14676929  0.04214849 -0.06475027]
285.png,[-0.05833391 -0.17067275  0.05369891 -0.06634436]
286.png,[-0.03645097 -0.20887269  0.07253962 -0.06899511]
287.png,[-0.03490329 -0.20711477  0.06833635 -0.06799772]
288.png,[-0.01062853 -0.24756846  0.08856107 -0.07088666]
289.png,[ 0.00617073 -0.28193411  0.11045992 -0.07452899]
290.png,[-0.00747641 -0.24860667  0.08959566 -0.07107847]
291.png,[-0.01723452 -0.22577015  0.07678339 -0.06921608]
292.png,[ 0.00754452 -0.26241725  0.09243244 -0.07104796]
293.png,[-0.01852359 -0.21638521  0.0713995  -0.06856668]
294.png,[-0.0239002  -0.20320137  0.0642278  -0.06760432]
295.png,[ 0.10589752 -0.45232698  0.2055598  -0.08774741]
296.png,[-0.04600571 -0.17871084  0.06561537 -0.0699131 ]
297.png,[ 0.07064728 -0.39681854  0.19218835 -0.08812151]
298.png,[ 0.0672482  -0.38270861  0.18211702 -0.08657977]
299.png,[ 0.05006678 -0.34144336  0.16095213 -0.08374229]
300.png,[ 0.05371495 -0.3280499   0.14707174 -0.08098194]
301.png,[ 0.0576985  -0.33270574  0.14677183 -0.08085137]
302.png,[ 0.04048411 -0.28941377  0.12292181 -0.07731877]
303.png,[ 0.01528805 -0.23752133  0.09523091 -0.07304562]
304.png,[ 0.0140307  -0.24327858  0.11146186 -0.0771619 ]
305.png,[-0.01923115 -0.18719795  0.08563609 -0.07422217]
306.png,[ 0.02129717 -0.24043759  0.10874028 -0.07696793]
307.png,[ 0.08070592 -0.35828798  0.18254935 -0.08632757]
308.png,[ 0.05879422 -0.30302004  0.15111722 -0.0818145 ]
309.png,[ 0.02921043 -0.23954436  0.11753669 -0.07629867]
310.png,[ 0.02762682 -0.25751048  0.14888206 -0.08422697]
311.png,[ 0.15583932 -0.45669722  0.22211936 -0.09117843]
312.png,[-0.07060471 -0.01402392 -0.03836439 -0.04225889]
313.png,[ 0.1485805  -0.43590186  0.22317677 -0.09278601]
314.png,[ 0.14218158 -0.42005045  0.21428139 -0.09152386]
315.png,[ 0.1109861  -0.35275549  0.17771342 -0.08620206]
316.png,[ 0.1435125  -0.40032199  0.19871714 -0.08886603]
317.png,[ 0.17048469 -0.44718447  0.22654925 -0.09353213]
318.png,[ 0.14500457 -0.38563242  0.1887645  -0.08740179]
319.png,[ 0.16975969 -0.42024887  0.20495943 -0.0897314 ]
320.png,[ 0.12912607 -0.34857738  0.17129911 -0.08552286]
321.png,[-0.18964199  0.33776958 -0.29283785  0.0129057 ]
322.png,[-0.01760545  0.01080655 -0.10729909 -0.01340558]
323.png,[ 0.07890422 -0.1608161  -0.02288344 -0.01809049]
324.png,[-0.00074939 -0.02215218 -0.08650902 -0.00977442]
325.png,[-0.00377863 -0.00267524 -0.10519618 -0.00520179]
326.png,[ 0.02898538 -0.04725863 -0.08558435 -0.0077534 ]
327.png,[ 0.01319689 -0.01623073 -0.10099629 -0.00568702]
328.png,[-0.04457487  0.06555727 -0.12155244 -0.00595767]
329.png,[-0.03360801  0.05980688 -0.12170559 -0.00531025]
330.png,[ 0.06888625 -0.13808785  0.00073638 -0.02350962]
331.png,[ 0.08813308 -0.18259162  0.04084661 -0.03159116]
332.png,[-0.01689892  0.00101686 -0.0498597  -0.01955339]
333.png,[-0.03306462  0.05240591 -0.08227087 -0.01406022]
334.png,[ 0.16930979 -0.30807216  0.10066903 -0.03195043]
335.png,[ 0.18090689 -0.34597052  0.13979685 -0.03797815]
336.png,[ 0.16271986 -0.29496815  0.10678085 -0.03255799]
337.png,[ 0.09229123 -0.16114965  0.03763583 -0.02209987]
338.png,[ 0.14417318 -0.26742072  0.11054046 -0.03498891]
339.png,[ 0.03714029 -0.09015692  0.03176754 -0.0253807 ]
340.png,[ 0.07895877 -0.13716329  0.04690305 -0.0263259 ]
341.png,[ 0.14879296 -0.31101165  0.18017876 -0.04872973]
342.png,[ 0.14012137 -0.19367054  0.03151842  0.00135281]
343.png,[ 0.02766347 -0.0560656   0.011365    0.00090307]
344.png,[-0.06296873  0.07559092 -0.02546665  0.00216376]
345.png,[ 0.17431208 -0.3385229   0.19238305 -0.02687071]
346.png,[ 0.14131034 -0.29318447  0.18047697 -0.02062413]
347.png,[ 0.00962857 -0.03727971  0.04220129  0.00063243]
348.png,[ 0.08974703 -0.19403247  0.14414294 -0.01692547]
349.png,[ 0.27522291 -0.54291684  0.33795124 -0.04405316]
350.png,[ 0.14580081 -0.29944661  0.21359125 -0.02679595]
351.png,[ 0.20292103 -0.36547029  0.23231454 -0.026879  ]
352.png,[ 0.10276938 -0.21012476  0.17829654 -0.02257232]
