Image Filename,Coefficients
255.png,[-0.25891908 -0.08670795 -0.19593958 -0.13704187]
256.png,[-0.31498674  0.02883239 -0.25677024 -0.12509572]
257.png,[-0.30708328  0.04533912 -0.25844307 -0.1256538 ]
258.png,[-0.21911934 -0.0971241  -0.18858164 -0.12746577]
259.png,[-0.12904197 -0.24563363 -0.10616558 -0.13859754]
260.png,[-0.13053393 -0.22786501 -0.1240372  -0.12699987]
261.png,[-0.0718304  -0.37437507  0.01550579 -0.17702259]
262.png,[-0.13683058 -0.21762653 -0.07543519 -0.16087188]
263.png,[-0.12088185 -0.22851327 -0.06210096 -0.16230737]
264.png,[-0.11999379 -0.23457365 -0.05347598 -0.16387457]
265.png,[ 1.60214063 -3.74652084  2.26862658 -0.70717556]
266.png,[-0.03385641 -0.36398842  0.03064519 -0.17221932]
267.png,[-0.02440601 -0.37620748  0.03658171 -0.17330373]
268.png,[ 0.01768127 -0.44481081  0.08229326 -0.18158065]
269.png,[ 0.05372717 -0.50474824  0.12517102 -0.18739237]
270.png,[ 0.05137546 -0.43937486  0.04662174 -0.16230664]
271.png,[ 0.03266666 -0.39559564  0.01929541 -0.15457542]
272.png,[ 0.03061822 -0.35342698 -0.01342915 -0.14764788]
273.png,[ 0.05731832 -0.43067333  0.05409051 -0.15919995]
274.png,[ 0.04385112 -0.40287215  0.04942173 -0.16071906]
275.png,[ 0.06722423 -0.4413029   0.08601566 -0.1662771 ]
276.png,[-0.13984596 -0.02850881 -0.16053523 -0.11422053]
277.png,[-0.06275665 -0.18282279 -0.05588802 -0.12455533]
278.png,[ 0.00538877 -0.31462704  0.03254882 -0.13921229]
279.png,[ 0.02405955 -0.35588021  0.06465058 -0.13860718]
280.png,[-0.06328128 -0.13937805 -0.091035   -0.10170343]
281.png,[ 0.0061987  -0.26438685 -0.01225875 -0.11394825]
282.png,[-0.13425532 -0.02823378 -0.11419109 -0.10123403]
283.png,[-0.05927383 -0.16732545 -0.02706493 -0.11411796]
284.png,[-0.01007327 -0.24368785  0.01879482 -0.11720936]
285.png,[ 0.02896662 -0.33211626  0.08496088 -0.12818079]
286.png,[-0.01954289 -0.25763316  0.0692152  -0.12730518]
287.png,[-0.00638243 -0.26748561  0.07589252 -0.12805026]
288.png,[ 0.07406695 -0.41568661  0.15893531 -0.13263561]
289.png,[ 0.08301191 -0.44800207  0.19850634 -0.14214111]
290.png,[ 0.09152324 -0.46823206  0.22612129 -0.14712084]
291.png,[ 0.09623016 -0.46002001  0.2166461  -0.1374899 ]
292.png,[-0.05350257 -0.12481534 -0.02104935 -0.0825347 ]
293.png,[ 0.0070737  -0.25210447  0.07395198 -0.098512  ]
294.png,[-0.03976632 -0.17016209  0.04005986 -0.09490741]
295.png,[-0.1014544  -0.06669355 -0.00237006 -0.09050322]
296.png,[-0.14669524  0.03796864 -0.05730645 -0.08218239]
297.png,[ 0.07853442 -0.36754575  0.15128132 -0.10358153]
298.png,[ 0.04191407 -0.31174583  0.13892045 -0.10425425]
299.png,[-0.00448442 -0.20917616  0.08195982 -0.0956433 ]
300.png,[-0.03876945 -0.16249574  0.0701535  -0.09515278]
301.png,[ 0.09782419 -0.41925547  0.22170292 -0.11773369]
302.png,[-0.00763179 -0.21996102  0.12223951 -0.10428309]
303.png,[ 0.01036944 -0.23710333  0.12991925 -0.10508549]
304.png,[-0.01178599 -0.21623414  0.14182737 -0.10962126]
305.png,[-0.00540367 -0.17656894  0.07233094 -0.08057004]
306.png,[-0.06202901 -0.06310746  0.01445613 -0.07219318]
307.png,[ 0.05992132 -0.26871947  0.10922491 -0.08456232]
308.png,[ 0.0035955  -0.162334    0.05784014 -0.07812159]
309.png,[-0.01049318 -0.13397867  0.04428891 -0.07644545]
310.png,[ 0.00560884 -0.17047851  0.07502516 -0.08219606]
311.png,[-0.01555002 -0.10426528  0.02369506 -0.07255878]
312.png,[ 0.08560175 -0.28835496  0.12050078 -0.07999989]
313.png,[ 0.08149153 -0.26109948  0.09965094 -0.07620463]
314.png,[ 0.10900514 -0.30153694  0.12123906 -0.07961046]
315.png,[ 0.02010932 -0.15413189  0.0633142  -0.08096417]
316.png,[ 0.06419261 -0.20377099  0.06390898 -0.06968708]
317.png,[ 0.18326278 -0.45243682  0.22182735 -0.09366291]
318.png,[ 0.23032374 -0.52380568  0.25667596 -0.09802105]
319.png,[ 0.19405483 -0.44748972  0.21524068 -0.09149864]
320.png,[ 0.10966234 -0.29647738  0.13898224 -0.08092825]
321.png,[ 0.13310617 -0.33169144  0.1575725  -0.08374836]
322.png,[ 0.14567749 -0.34262625  0.15937349 -0.08364153]
323.png,[-0.0434692   0.04179737 -0.08192166 -0.03661228]
324.png,[-0.03260245  0.01671206 -0.06335388 -0.03660883]
325.png,[ 0.11528656 -0.26331159  0.09455118 -0.05826897]
326.png,[ 0.25140822 -0.48410463  0.19106204 -0.06286673]
327.png,[ 0.18023354 -0.34400091  0.11661694 -0.05217359]
328.png,[ 0.17138087 -0.35279209  0.14151721 -0.05874112]
329.png,[-0.01953711  0.05875983 -0.12692137 -0.00551323]
330.png,[-0.06502682  0.13490697 -0.15754096 -0.00312821]
331.png,[ 0.08605028 -0.13592252 -0.0109243  -0.02150659]
332.png,[ 0.04775189 -0.10346128  0.00389218 -0.02806157]
333.png,[ 0.01730562 -0.0206056  -0.05155107 -0.0180327 ]
334.png,[ 0.01573217  0.0040116  -0.07171601 -0.01420331]
335.png,[-0.07923202  0.17005138 -0.14978243 -0.00439232]
336.png,[ 0.07846334 -0.10465852 -0.01405253 -0.01488142]
337.png,[ 0.08405533 -0.1468174   0.03319018 -0.02280113]
338.png,[ 0.16010193 -0.25288795  0.07768337 -0.02812567]
339.png,[ 0.06827312 -0.1138213   0.03387204 -0.02595239]
340.png,[ 0.08391385 -0.11945698  0.02983333 -0.02427712]
341.png,[-0.01077476 -0.00239309  0.0087358  -0.0268453 ]
342.png,[ 0.11092643 -0.21526472  0.11284307 -0.03052602]
343.png,[ 0.04775361 -0.06047863  0.00138491  0.00378296]
344.png,[-0.02298192  0.0382994  -0.0191478   0.00273513]
345.png,[-0.01778798  0.03274886 -0.01714958  0.00198026]
346.png,[ 0.1578737  -0.31137672  0.21417215 -0.05083321]
347.png,[-0.08938652  0.21051373 -0.1229999   0.01834861]
348.png,[ 0.09581547 -0.14355141  0.07753487 -0.01017689]
349.png,[ 0.01077176 -0.0195546   0.0432319  -0.00931045]
350.png,[ 0.02839503 -0.02329455  0.03448131 -0.00687043]
351.png,[-0.07837069  0.1820351  -0.07237446  0.00868314]
352.png,[-0.05270287  0.10635151 -0.01408815  0.00394379]
353.png,[-0.07933947  0.17113322 -0.05382309  0.01039948]
354.png,[0.0091531  0.0329422  0.01189945 0.00146871]
355.png,[ 0.15580699 -0.28226857  0.21242233 -0.02961535]
356.png,[ 0.02110718 -0.04262034  0.09209997 -0.01284986]
357.png,[ 0.06397367 -0.1056457   0.12100609 -0.01690063]
358.png,[ 0.06190254 -0.09500544  0.11360271 -0.01533217]
359.png,[ 0.06190254 -0.09500544  0.11360271 -0.01533217]
360.png,[-0.08401937  0.18974288 -0.04878135  0.00706919]
361.png,[-0.15169365  0.29317199 -0.08174893  0.00262997]
362.png,[-0.13791449  0.31004651 -0.12013126  0.01210504]
363.png,[-3.35711756e-02  1.33040524e-01 -3.44630700e-02  1.11094713e-04]
364.png,[-0.0468259   0.15852346 -0.0503089   0.00267327]
365.png,[ 0.53601051 -0.7953793   0.45383139 -0.06853535]
366.png,[ 0.5606861  -0.86338717  0.52082632 -0.08843458]
367.png,[-0.16413548  0.29729104 -0.03372532 -0.01983795]
368.png,[ 0.61730465 -0.9084661   0.52041903 -0.09302608]
369.png,[ 0.68534048 -1.06321601  0.64172363 -0.12523718]
370.png,[ 0.70436671 -1.08939151  0.65227009 -0.12696419]
371.png,[ 0.56273962 -0.8094924   0.49639159 -0.10866255]
372.png,[ 0.49212298 -0.66652932  0.41218416 -0.09555798]
373.png,[ 0.45786194 -0.59434869  0.36945754 -0.08988064]
374.png,[ 0.45574257 -0.54811176  0.32312326 -0.08243151]
375.png,[ 0.45056479 -0.52834193  0.30700974 -0.07962212]
376.png,[ 0.62115604 -0.84936623  0.49865305 -0.12182348]
377.png,[ 0.57314181 -0.73158474  0.42123325 -0.11093347]
378.png,[ 0.38430308 -0.42133239  0.29502541 -0.10226834]
379.png,[ 0.57597686 -0.73394312  0.44182292 -0.12233081]
380.png,[-0.20404126  0.4560897  -0.13727809 -0.05414375]
381.png,[ 0.16327538 -0.10348943  0.08530463 -0.08332401]
382.png,[ 0.15925163 -0.09236461  0.07700753 -0.08234033]
383.png,[ 0.19456177 -0.16549644  0.123942   -0.09249643]
384.png,[ 0.05460055  0.10064759 -0.01408201 -0.08254995]
385.png,[ 0.19437091 -0.16817828  0.15493076 -0.12123464]
386.png,[ 0.20211467 -0.17685708  0.15559413 -0.12092738]
387.png,[ 0.05740938  0.10816432 -0.01210848 -0.09718472]
388.png,[ 0.12255776 -0.0088986   0.05127494 -0.10775461]
389.png,[ 0.03555366  0.17408412 -0.05380009 -0.09822531]
390.png,[ 0.11617736  0.02876586  0.02487865 -0.11111856]
391.png,[-0.44337373  0.98965591 -0.43061197 -0.04898705]
392.png,[ 0.15834884 -0.03063791  0.04837231 -0.11439006]
393.png,[ 0.1749854  -0.05605777  0.05941386 -0.11570814]
394.png,[ 0.17476827 -0.06486426  0.06774924 -0.11848627]
395.png,[ 0.15069013 -0.01957464  0.04328973 -0.11507357]
396.png,[ 0.12963298  0.00369068  0.07046377 -0.13645301]
397.png,[ 0.12852775  0.01184575  0.06362813 -0.13513297]
398.png,[ 0.17095032 -0.06813491  0.10173015 -0.14077234]
399.png,[ 0.17338818 -0.06886649  0.09959204 -0.14015523]
400.png,[ 0.15524435 -0.03197803  0.0809459  -0.13736144]
401.png,[ 0.18918107 -0.08869129  0.10515976 -0.14048455]
402.png,[ 0.20447499 -0.08217458  0.07751854 -0.13320163]
403.png,[ 0.22660523 -0.11043685  0.08987556 -0.13462158]
404.png,[-0.51223855  1.16284509 -0.52439655 -0.04903011]
