-3.731427383422851562e+01,-2.390785369873046875e+02
5.182541656494140625e+01,-9.414209365844726562e+00
3.774240493774414062e+01,-1.700197982788085938e+01
6.011884307861328125e+01,-1.220161533355712891e+01
-6.911238403320312500e+02,-1.220068054199218750e+02
1.248443222045898438e+02,-1.470945587158203125e+02
2.702267761230468750e+02,-4.131204223632812500e+01
3.304776000976562500e+01,-1.036929702758789062e+01
-4.379728393554687500e+02,-7.548661804199218750e+01
-4.456657791137695312e+01,-3.380100250244140625e+00
-2.035101318359375000e+01,5.149249553680419922e+00
1.363852233886718750e+02,-1.331226348876953125e+01
-2.264514923095703125e+01,-5.514377593994140625e+01
-1.956224441528320312e+01,2.202830314636230469e+01
2.054806976318359375e+02,-5.598225708007812500e+02
1.867288513183593750e+02,-5.575734863281250000e+02
-9.040596008300781250e+00,-4.137282943725585938e+01
-4.094616394042968750e+02,-3.912178649902343750e+02
-6.133404159545898438e+01,-4.032498359680175781e+00
-2.470098876953125000e+02,8.136615753173828125e+00
7.448452949523925781e+00,-8.088573455810546875e+00
3.604974746704101562e+01,-1.300355148315429688e+01
8.605604171752929688e+00,-1.026599216461181641e+01
2.050365066528320312e+01,-5.627994537353515625e+00
1.931241798400878906e+01,-2.568319797515869141e+00
3.383665084838867188e+01,-1.512793064117431641e+01
-1.769469261169433594e+01,-2.845717430114746094e+01
-3.036753273010253906e+01,-2.216980171203613281e+01
4.474928283691406250e+01,-1.347044086456298828e+01
8.205400085449218750e+01,-2.307054138183593750e+01
-3.481903686523437500e+02,-6.908012390136718750e+01
-5.657215118408203125e+01,3.747281265258789062e+01
-4.856369781494140625e+01,1.534619426727294922e+01
7.504833984375000000e+01,-2.093039855957031250e+02
4.301914596557617188e+01,-1.106939506530761719e+01
1.287718868255615234e+01,-1.263200950622558594e+01
-8.196691284179687500e+02,-8.345372772216796875e+01
2.881809949874877930e+00,-3.780858993530273438e+00
5.798320770263671875e+00,-1.068371582031250000e+01
3.074724960327148438e+01,-5.077435493469238281e+00
-5.073353958129882812e+01,3.814869642257690430e+00
7.569283008575439453e+00,-4.626411437988281250e+00
2.384374084472656250e+02,-7.338301391601562500e+02
-2.467223052978515625e+02,-1.786364593505859375e+02
-1.840314865112304688e+01,-3.242895202636718750e+02
3.114086914062500000e+02,-3.099252319335937500e+01
2.733733367919921875e+01,-9.627416610717773438e+00
8.803786621093750000e+02,-1.920053863525390625e+02
-2.415081787109375000e+01,2.118756866455078125e+01
8.803464508056640625e+01,-2.226939086914062500e+02
4.796836547851562500e+02,-6.500891876220703125e+01
2.501936035156250000e+02,-1.827443084716796875e+02
-1.268646240234375000e+01,-8.229105949401855469e+00
1.106831817626953125e+02,-1.850616073608398438e+01
2.300214576721191406e+01,-7.737869739532470703e+00
3.231512451171875000e+01,-2.034672498703002930e+00
2.932116127014160156e+01,-9.896753311157226562e+00
7.384526062011718750e+01,-1.863070526123046875e+02
-6.345692443847656250e+01,1.163047924637794495e-01
5.237884140014648438e+01,-1.347845172882080078e+01
5.057671737670898438e+01,-1.266368675231933594e+01
-2.347960090637207031e+01,-2.464200401306152344e+01
1.319806575775146484e+01,-7.794441528320312500e+02
8.772785034179687500e+02,-8.727879333496093750e+01
-7.900575160980224609e+00,-1.469460391998291016e+01
3.529439392089843750e+02,-4.084310913085937500e+01
2.038057136535644531e+01,-5.452799797058105469e+00
2.635202941894531250e+02,-7.280336303710937500e+02
1.285197973251342773e+00,-2.631098747253417969e+00
-6.820271492004394531e+00,-8.012113647460937500e+02
-4.530571746826171875e+01,-8.915171623229980469e+00
-2.664548683166503906e+01,-5.813189983367919922e+00
-5.715481567382812500e+02,-1.138850784301757812e+02
2.456765365600585938e+01,-1.062648677825927734e+01
5.098282623291015625e+01,-1.212564182281494141e+01
5.383852386474609375e+01,-1.782569694519042969e+01
-4.079157714843750000e+02,-6.465083312988281250e+01
2.060267066955566406e+01,-5.777114391326904297e+00
2.907160377502441406e+01,-3.936994791030883789e+00
-1.573747253417968750e+01,-7.215113162994384766e+00
1.849360198974609375e+02,-1.449766235351562500e+02
-9.538520507812500000e+02,2.121741294860839844e+01
-8.089596557617187500e+02,-8.179450988769531250e+01
1.285703125000000000e+02,-4.129246826171875000e+02
5.158363342285156250e+01,-1.279102516174316406e+01
6.090160369873046875e+00,-4.247957229614257812e+00
-1.057627582550048828e+01,-2.358643722534179688e+01
-2.424291419982910156e+01,-2.292231178283691406e+01
-5.062467575073242188e+01,-4.081271588802337646e-01
-2.183000335693359375e+02,3.930269956588745117e+00
-3.477309265136718750e+02,7.200220108032226562e+00
-6.471038818359375000e+02,1.174810695648193359e+01
3.099413633346557617e+00,-2.737754821777343750e+00
-1.761699295043945312e+01,-5.425931930541992188e+01
-8.183771362304687500e+02,-8.532788085937500000e+01
4.212126922607421875e+01,-1.151502609252929688e+01
-3.933469238281250000e+02,-6.105190658569335938e+01
-8.170484542846679688e+00,-1.658661079406738281e+01
8.105619812011718750e+01,-2.037259826660156250e+02
6.936074829101562500e+01,-1.777311096191406250e+02
1.064055053710937500e+03,-3.974309158325195312e+01
-7.763400878906250000e+02,-1.036340942382812500e+02
-4.262782669067382812e+01,1.795981979370117188e+01
-2.018583679199218750e+01,2.072926521301269531e+01
2.841002197265625000e+02,-3.103676605224609375e+01
-7.762559814453125000e+02,-4.695596694946289062e+01
3.149324989318847656e+01,-8.645520210266113281e+00
-1.975719604492187500e+02,-1.235147552490234375e+02
5.792621994018554688e+01,-1.215627193450927734e+01
-3.007168388366699219e+01,-7.576864719390869141e+00
2.254634284973144531e+01,-1.193248748779296875e+01
1.960245221853256226e-01,-1.038086891174316406e+01
9.627196655273437500e+02,-1.486403656005859375e+02
2.234186172485351562e+01,-9.066123962402343750e+00
5.812220001220703125e+01,-1.128988075256347656e+01
-5.054951782226562500e+02,-4.934721374511718750e+02
2.399667167663574219e+01,-5.579038619995117188e+00
1.271298313140869141e+01,-1.285867309570312500e+01
2.517368888854980469e+01,-4.239213466644287109e+00
-1.336841583251953125e+02,-1.064992065429687500e+02
7.270761108398437500e+01,-6.328616142272949219e+00
5.903070678710937500e+02,-3.652413940429687500e+01
5.046724700927734375e+01,-7.364460754394531250e+01
2.154685974121093750e+02,-6.492481079101562500e+02
-4.242935943603515625e+01,4.092717361450195312e+01
1.258358764648437500e+01,-4.952767372131347656e+00
6.092030029296875000e+02,-3.732884979248046875e+01
6.819467163085937500e+01,-4.263516235351562500e+01
-2.615087890625000000e+02,-2.168657989501953125e+02
4.230047988891601562e+01,-1.876287841796875000e+01
3.897020721435546875e+01,-1.356432151794433594e+01
-4.227727050781250000e+02,-3.933033447265625000e+02
4.511254272460937500e+02,-2.736207580566406250e+01
7.742363891601562500e+02,-6.497244873046875000e+02
3.716911315917968750e+01,-1.969142150878906250e+01
6.054681396484375000e+02,-4.205632019042968750e+02
2.641114997863769531e+01,-7.901398925781250000e+02
-2.322287368774414062e+01,-5.324417495727539062e+01
1.632636108398437500e+02,-2.774650001525878906e+01
-2.188020019531250000e+02,-9.638703155517578125e+01
-2.083693542480468750e+02,-6.335158538818359375e+01
-1.382939910888671875e+01,-5.495054244995117188e+00
1.665791988372802734e+00,-1.655485630035400391e+00
-6.577881813049316406e+00,5.088956952095031738e-01
-2.275540924072265625e+01,-1.274599552154541016e+01
