fx,fy,pred_fx,pred_fy
31.941794029338062,-439.2198213675803,-26.62963,-35.23208
32.46636915861356,-440.32330439744993,-24.65944,-56.00432
32.99005160989502,-441.4269058103101,-24.301027,-180.48863
33.512353006203085,-442.5297568025349,51.88718,-50.67071
34.03279308776155,-443.6309934102866,-3.17032,-42.450184
34.550901400168435,-444.7297584101465,26.596323,-48.99842
35.0662189985592,-445.8252032019904,-5.162696,-56.358234
35.578300162411665,-446.91648966582807,-30.940086,-25.116798
36.08671411583408,-448.0027919842355,19.223186,-62.56825
36.59104674827166,-449.0832984222527,51.38757,-63.02899
37.09090233034638,-450.1572130570888,12.752759,-51.927464
37.58590521893232,-451.2237574506233,32.59574,-54.867794
38.07570154466799,-452.28217225859,27.85598,-39.299522
38.55996087415538,-453.3317187714664,55.718426,-47.785
39.03837783841939,-454.37168038325154,-23.171947,-172.64
39.510673719093454,-455.40136398532553,-26.841911,-178.01695
39.97659798426345,-456.42010128339695,49.808784,-44.20721
40.43592976659734,-457.4272500362387,51.334465,-41.97242
40.88847927693735,-458.4221952155134,-7.4385133,-20.742998
41.33408914689909,-459.4043500864898,13.03652,-57.83015
41.77263569447511,-460.3731572098876,24.96116,-62.127
42.20403010737665,-461.32808936556336,-9.033676,-81.037315
42.62821953972038,-462.26865039938696,5.630413,-38.011444
43.045188118325896,-463.1943759954776,38.70483,-39.746746
43.45495785512197,-464.1048343767994,41.112873,-54.69548
43.85758946204185,-464.99962693766304,51.3726,-56.025383
44.2531830645412,-465.8783888117313,28.613388,-48.42095
44.64187880968663,-466.7407893786996,56.66284,-42.970257
45.02385736478825,-467.58653271216207,49.99968,-41.12686
45.39934030291416,-468.4153579706346,-24.530008,-29.677092
45.76859037237816,-469.2270397335994,19.198046,-52.88492
46.13191164832935,-470.0213882848012,-26.580654,-178.38336
46.48964956564768,-470.7982498455792,22.445498,-69.661476
46.84219083315418,-471.55750676131055,38.421097,-53.388756
47.18996322948614,-472.2990776437749,6.815953,-53.798923
47.53343528102807,-473.0229174714104,19.57651,-49.41106
47.87311582253901,-473.729017648302,33.773987,-57.56194
48.20955344196502,-474.4174060217229,-22.911276,-174.84793
48.54333581222903,-475.0881468574144,21.873606,-47.384613
48.87508891401261,-475.7413407715886,15.841751,-51.60777
49.20547615426163,-476.37712461872087,-27.202879,-183.31917
49.53519738530486,-476.9956713343067,-23.00779,-172.24794
49.86498782924957,-477.5971897316913,-2.7481267,-57.700813
50.19561691188413,-478.1819242517955,-35.19611,-24.400034
50.52788700979645,-478.7501546641747,58.398273,-44.1643
