Image Filename,Coefficients
266.png,[ 0.27212351  0.01002491 -0.40454223 -0.13844598]
267.png,[ 0.21728113  0.11263669 -0.44519563 -0.1453894 ]
268.png,[ 0.23596442  0.0862918  -0.44836955 -0.13395043]
269.png,[ 0.20168958  0.1542331  -0.48456832 -0.1293762 ]
270.png,[ 0.1246268   0.27467837 -0.52406307 -0.13625401]
271.png,[ 1.31126387 -2.30369459  1.30650595 -0.59943847]
272.png,[ 0.1112518   0.33804693 -0.57292303 -0.12774059]
273.png,[ 0.06952023  0.42568754 -0.63618342 -0.109019  ]
274.png,[-0.00473786  0.53857881 -0.66495992 -0.12172901]
275.png,[-0.02373829  0.58188412 -0.70170997 -0.10765412]
276.png,[-0.06189722  0.67288865 -0.75997054 -0.10073938]
277.png,[ 0.05961998  0.4273308  -0.6014896  -0.13318115]
278.png,[ 0.02881     0.49428216 -0.62938265 -0.13482157]
279.png,[ 0.00677224  0.53186287 -0.64448444 -0.1346934 ]
280.png,[ 0.14599981  0.27889959 -0.49349084 -0.16260097]
281.png,[ 0.0040841   0.51585888 -0.60216546 -0.14878947]
282.png,[-0.04367294  0.58112274 -0.61587311 -0.1576386 ]
283.png,[ 0.01217966  0.49794456 -0.58573    -0.15346644]
284.png,[ 0.03291646  0.75657579 -0.6847169  -0.16751456]
285.png,[-0.01960656  0.82977668 -0.69362673 -0.17653665]
286.png,[ 0.05741049  0.713376   -0.65022216 -0.17230407]
287.png,[ 0.00587306  0.5205856  -0.5873084  -0.15344685]
288.png,[-0.35310614  1.46956389 -1.06685207 -0.10175782]
289.png,[-0.10531074  1.02658918 -0.81905216 -0.14129541]
290.png,[-0.16414753  1.11203736 -0.84786522 -0.13773677]
291.png,[-0.61411724  1.66054508 -1.15341528 -0.07377232]
292.png,[-0.15074325  1.11258735 -0.84956471 -0.13717402]
293.png,[-0.1365893   1.06669462 -0.81068999 -0.14245327]
294.png,[-0.64196737  1.69416542 -1.1380442  -0.08189644]
295.png,[-0.50224515  1.46207769 -1.03856402 -0.08347031]
296.png,[ 0.02169453  0.56569663 -0.6452493  -0.11778952]
297.png,[ 1.12117257 -1.85664205  1.10627008 -0.57740406]
298.png,[ 0.04605373  0.48446274 -0.55899018 -0.13968241]
299.png,[-0.63643264  1.68982148 -1.13542968 -0.06426039]
300.png,[-0.03421591  0.61996639 -0.62397838 -0.12449388]
301.png,[ 0.03458934  0.50413316 -0.56524733 -0.13155848]
302.png,[-0.62725508  1.66613271 -1.10240401 -0.06987799]
303.png,[-0.08860429  0.71143793 -0.65778161 -0.1190281 ]
304.png,[-0.51968473  1.47186029 -0.98947901 -0.08853988]
305.png,[-0.6224314   1.65460827 -1.0792908  -0.07279125]
