sec,nanosec,image,motor position #0,motor position #1,wire length #0,wire length #1,loadcell #0,loadcell #1,fx,fy,fz,tx,ty,tz,wire length #0_normalized,wire length #1_normalized,loadcell #0_normalized,loadcell #1_normalized,fx_normalized,fy_normalized,fz_normalized,tx_normalized,ty_normalized,tz_normalized
1728525875,627140137,24_1728525875-627140137.png,-322158,339248,-3.0843865871429443,3.2480084896087646,204.49729401616335,369.1450289899396,-59.53422091954598,52.236494034736445,-29.157993411887016,5.25075206630639,2.6622853850852173,-14.705422870526187,0.4938271605060436,0.0,0.9719946600057441,0.01245174741023225,0.9994351370057344,0.9919318570624196,0.08252627413297042,0.5625139407316806,0.007622962849407288,0.006759778064786837
1728525875,677981201,25_1728525875-677981201.png,-322158,339248,-3.0843865871429443,3.2480084896087646,202.67260075664322,372.8393494579436,-59.46619621075413,49.707204521920275,-34.148409819781385,4.567151079424829,3.089366771624977,-14.47103244764318,0.4938271605060436,0.0,0.9659509279694329,0.016298698192343086,1.0,0.9883426151510476,0.06495513007201822,0.5447856301555667,0.010735951790523938,0.010605073072519844
1728525875,728822266,26_1728525875-728822266.png,-322158,339248,-3.0843865871429443,3.2480084896087646,200.64491628715263,377.1030879130372,-59.502920243027745,46.67535144182207,-38.522863022003115,3.890415752601326,3.5967920646194034,-14.182923517692435,0.4938271605060436,0.0,0.9592348503361907,0.020738592383060084,0.9996950512953307,0.9840401997537315,0.049552778620436,0.527235371624659,0.014434566095241411,0.015331647718344332
1728525875,779637451,27_1728525875-779637451.png,-322158,339248,-3.0843865871429443,3.2480084896087646,198.41027504711022,381.9567276115335,-59.6390746091397,43.127675184070945,-42.286764047967814,3.22108504640459,4.187041148965582,-13.840923907731625,0.4938271605060436,0.0,0.9518332924131576,0.025792759501459095,0.9985644538361096,0.9790057945392323,0.0363001676652118,0.5098771423866997,0.018736881602271414,0.02094232658761433
1728525875,830423340,28_1728525875-830423340.png,-322158,339248,-3.0843865871429443,3.2480084896087646,195.9655281264624,387.41896552638855,-59.86902759224869,39.05272542331069,-45.44759497750005,2.559726134811788,4.862309739369119,-13.445100374783337,0.4938271605060436,0.0,0.943735824409753,0.03148066898322094,0.9966549722244102,0.9732231506805737,0.025170952971370564,0.49272565136781776,0.023658902838647498,0.027436014497162625
1728525875,881208008,29_1728525875-881208008.png,-322158,339248,-3.0843865871429443,3.2480084896087646,193.30839270802846,393.50653565795164,-60.18687575858782,34.44095047978022,-48.014784151558835,1.9069297847625502,5.624496096569142,-12.995758690565658,0.4938271605060436,0.0,0.9349348852001514,0.03781974619149131,0.9940156273429861,0.9666787136640678,0.01613193756220621,0.4757962193472178,0.029214466194515665,0.03480769510525222
1728525875,931991455,30_1728525875-931991455.png,-322158,339248,-3.0843865871429443,3.2480084896087646,190.43749735859623,400.23403857927764,-60.58648562604112,29.2847761010881,-49.999576421582034,1.263305075518765,6.475189449477683,-12.493442000480467,0.4938271605060436,0.0,0.9254259323360282,0.04482519491988235,0.9906973503481015,0.9593617350862622,0.009143528568425069,0.45910464201058093,0.03541515553230584,0.043048457833214315
1728525875,982773926,31_1728525875-982773926.png,-322158,339248,-3.0843865871429443,3.2480084896087646,187.3524225882932,407.61377886980614,-61.06153503067106,23.57867308806356,-51.41489968042027,0.6294735370743303,7.415660105327981,-11.938927394699247,0.4938271605060436,0.0,0.9152075763869305,0.05250982810974786,0.9867526391705141,0.951264368619839,0.004160207169729202,0.44266703793727685,0.04227023009977157,0.05214555411854277
1728525876,33555420,32_1728525876-33555420.png,-322158,339248,-3.0843865871429443,3.2480084896087646,184.053736105946,415.65561211661407,-61.6055538370851,17.319213375886445,-52.275228851605455,0.006062799671450117,8.446851197188842,-11.333220675823908,0.4938271605060436,0.0,0.904281697712752,0.06088390853031489,0.9822352204650832,0.9423817495967302,0.0011310074855463703,0.42649968390875304,0.04978656437776291,0.06208248325409979
1728525876,84335693,33_1728525876-84335693.png,-322158,339248,-3.0843865871429443,3.2480084896087646,180.54302221309044,424.36680317298124,-62.21196364930135,10.50511432979202,-52.59644859084059,-0.6063001378512248,9.569371975575645,-10.6775493623021,0.4938271605060436,0.0,0.8926535438222981,0.06995500118122233,0.9771997198600217,0.9327120578668774,0.0,0.41061884033181956,0.05796859918289357,0.0728391071706734
1728525876,135114990,34_1728525876-135114990.png,-322158,339248,-3.0843865871429443,3.2480084896087646,176.8229048015005,433.7518973580705,-62.874116228276,3.1372710883365555,-52.39571607455644,-1.2069959026208292,10.783492533723702,-9.973354015407134,0.4938271605060436,0.0,0.8803318055454888,0.07972783917083481,0.9717013429457632,0.9222565636956284,0.0007067746803185726,0.39504056984369207,0.06681830322014835,0.0843917927223165
1728525876,185893066,35_1728525876-185893066.png,-322158,339248,-3.0843865871429443,3.2480084896087646,172.8970634490355,443.81260625754487,-63.58533046138118,-4.781223194885557,-51.691325303275114,-1.7954198858768249,12.089139889078691,-9.222278012850914,0.4938271605060436,0.0,0.867328670345873,0.0902042047987287,0.9657955682881258,0.9110196564881751,0.003186918761644175,0.37978055219336104,0.07633514452093376,0.09671357945546757
1728525876,236669922,36_1728525876-236669922.png,-322158,339248,-3.0843865871429443,3.2480084896087646,168.77024214666753,454.5477097413526,-64.33892793971778,-13.24506935114507,-50.502574273592984,-2.3709894090550097,13.485895414197776,-8.426155912813813,0.4938271605060436,0.0,0.8536598512262079,0.1013828275253561,0.9595378520017288,0.8990088561422602,0.007372484431496407,0.3648538983984382,0.08651607171696013,0.1097743705030037
1728525876,287444824,37_1728525876-287444824.png,-322158,339248,-3.0843865871429443,3.2480084896087646,164.44825023616863,465.9529757501168,-65.12826740703277,-22.246766546004885,-48.84963619048957,-2.9331508021599872,14.972993684127275,-7.587000560659247,0.4938271605060436,0.0,0.8393445898342579,0.11325930044442106,0.9529833416933667,0.8862348068760311,0.013192442288339656,0.3502749671766893,0.0973555056387971,0.12354114410519568
1728525876,338219482,38_1728525876-338219482.png,-322158,339248,-3.0843865871429443,3.2480084896087646,159.93795519354197,478.0210993139532,-65.94677847936754,-31.776629018674306,-46.75343567111861,-3.4813862688467503,16.549322856620027,-6.706989090446514,0.4938271605060436,0.0,0.8244056325601421,0.12582601678226846,0.9461865964610826,0.8727112534737037,0.020573117225253568,0.3360571869089911,0.10884534208727147,0.13797818326206363
1728525876,388993164,39_1728525876-388993164.png,-322158,339248,-3.0843865871429443,3.2480084896087646,155.24726695830367,490.7416621554371,-66.78799506509463,-41.822815138574875,-44.23553068373647,-4.015220392622447,18.213426717075833,-5.788447969380977,0.4938271605060436,0.0,0.8088691786319278,0.13907212783185346,0.9392013093811535,0.8584550000522271,0.029438604120313905,0.32221288690937316,0.12097496673900322,0.15304732108683639
1728525876,439765869,40_1728525876-439765869.png,-322158,339248,-3.0843865871429443,3.2480084896087646,150.38511358359614,504.1011140900887,-67.64558885257304,-52.37136854679692,-41.318000762932286,-4.534226117063341,19.963508509961553,-4.83383723345399,0.4938271605060436,0.0,0.7927647994641621,0.15298352358479056,0.9320800294335851,0.8434858516786268,0.03971116142825587,0.3087531423357988,0.1337312830735613,0.16870819942835713
1728525876,490537354,41_1728525876-490537354.png,-322158,339248,-3.0843865871429443,3.2480084896087646,145.36140806736947,518.0827772713568,-68.51340312399034,-63.40627097761822,-38.023341811331704,-5.038030025825743,21.797436661423497,-3.8457340752865505,0.4938271605060436,0.0,0.7761253287964198,0.16754283715171808,0.9248738807190187,0.8278265394125094,0.05131158158131194,0.295687637259886,0.14709875408548762,0.18491853812091957
1728525876,541307617,42_1728525876-541307617.png,-322158,339248,-3.0843865871429443,3.2480084896087646,140.18700632109352,532.666874130975,-69.38548704281358,-74.90950623199211,-34.37436754215812,-5.5263167718111355,23.712752489072294,-2.8268159704043327,0.4938271605060436,0.0,0.7589867234776624,0.1827294738570065,0.9176322777428904,0.8115026295231272,0.06415953800773967,0.2830245498022184,0.1610594584807875,0.2016344118063731
1728525876,592076904,43_1728525876-592076904.png,-322158,339248,-3.0843865871429443,3.2480084896087646,134.87365634014827,547.8305796383017,-70.25613045943078,-86.86113473966984,-30.394117399098388,-5.9988325625974355,25.7066799923624,-1.7798435532476058,0.4938271605060436,0.0,0.7413878951088781,0.19851966565718487,0.9104026363966433,0.7945424176804181,0.07817390934390583,0.2707704617421774,0.1755931620388389,0.2188105308619559
1728525876,642845215,44_1728525876-642845215.png,-322158,339248,-3.0843865871429443,3.2480084896087646,129.43393875952057,563.5480982425806,-71.1198991793341,-99.23937817074768,-26.105770688832187,-6.455387683342558,27.776137803342262,-0.707643466247171,0.4938271605060436,0.0,0.7233705131522139,0.2148865512620604,0.9032300810980903,0.7769768088851949,0.09327308177172156,0.2589302930896897,0.19067740472120653,0.2364005227699938
1728525876,693612061,45_1728525876-693612061.png,-322158,339248,-3.0843865871429443,3.2480084896087646,123.88119910994672,579.7907655687932,-71.97167054135821,-112.02071357010674,-21.53256670130841,-6.895858101291934,29.917753338129284,0.3869085972509733,0.4938271605060436,0.0,0.704978780550401,0.2318002820321195,0.8961571493571429,0.7588391838856735,0.1093752302733546,0.24750726047439273,0.20628760382150135,0.2543572103074112
