Image Filename,Coefficients
344.png,[ 0.12191957 -0.28216329  0.1402      0.02402958]
345.png,[ 0.14804708 -0.30209916  0.14130111  0.02491437]
346.png,[ 0.00734603 -0.06321806  0.02693933  0.03984908]
347.png,[-0.01167993 -0.02864785  0.0087399   0.04252076]
348.png,[ 0.02590671 -0.06521098  0.01575629  0.04290637]
349.png,[ 0.04858156 -0.10299869  0.0346483   0.04020777]
350.png,[ 0.06212556 -0.09784786  0.02101579  0.04343058]
351.png,[-0.08501793  0.15051673 -0.0968118   0.05869896]
352.png,[ 0.00264372 -0.0195762   0.01189213  0.0402216 ]
353.png,[ 0.03526875 -0.07228204  0.03767833  0.03658848]
354.png,[-0.12758829  0.22960582 -0.11819161  0.05863507]
355.png,[-0.07565589  0.14344566 -0.07488975  0.05238106]
356.png,[-0.22164577  0.41608642 -0.21541417  0.07212897]
357.png,[-0.16222787  0.34298551 -0.19001668  0.06986949]
358.png,[-0.10880523  0.2357717  -0.11852777  0.05719459]
359.png,[-0.29795593  0.56494487 -0.28066778  0.07926607]
360.png,[-0.06731422  0.15123303 -0.05648154  0.04815121]
361.png,[-0.20301899  0.3539131  -0.12967539  0.05414634]
362.png,[-0.17184811  0.32586144 -0.12379836  0.05421111]
363.png,[ 0.0039659  -0.02420632  0.08303164  0.02953897]
364.png,[-0.05853501  0.09820372  0.02050754  0.03927293]
365.png,[-0.19560272  0.38812446 -0.16907212  0.08133908]
366.png,[-0.2554448   0.50159305 -0.22140418  0.08769924]
367.png,[-0.20303519  0.39491921 -0.14939809  0.07784763]
368.png,[-0.11683236  0.25472977 -0.08655476  0.07709753]
369.png,[-0.19249785  0.39730183 -0.15573315  0.0866692 ]
370.png,[-0.27487719  0.52977794 -0.20436406  0.09111467]
371.png,[-0.16205264  0.29985398 -0.05296126  0.06745739]
372.png,[-0.19453224  0.36675681 -0.0840464   0.071734  ]
373.png,[-0.28297101  0.55185359 -0.20464619  0.10383372]
374.png,[-0.23428309  0.48891547 -0.18841631  0.11268075]
375.png,[-0.19615302  0.40013438 -0.11747133  0.10102621]
376.png,[-0.22485566  0.42886545 -0.10680422  0.09749148]
377.png,[-0.21117494  0.39268197 -0.06912129  0.09077214]
378.png,[-0.19065689  0.35495236 -0.04836001  0.09829337]
379.png,[ 0.14431445 -0.37374414  0.42480188  0.04110694]
380.png,[ 0.07001955 -0.25448657  0.37887138  0.05268207]
381.png,[ 0.17142915 -0.44449724  0.49672346  0.03836698]
382.png,[ 0.1193784  -0.40038331  0.5331982   0.01383727]
383.png,[ 0.3007612  -0.74186531  0.73518105 -0.01342435]
384.png,[ 0.23445806 -0.6055398   0.65053358  0.01272109]
385.png,[ 0.18571391 -0.52296327  0.61688769  0.02188789]
386.png,[-0.49200877  0.70981049 -0.05188145  0.11234114]
387.png,[-0.52267759  0.75666272 -0.05875323  0.11218985]
388.png,[-0.07238111  0.06334655  0.24887623  0.07117631]
389.png,[-0.00968098 -0.04770478  0.3163299   0.06176227]
390.png,[-0.06715118  0.04785483  0.27996465  0.06869319]
391.png,[-0.10754187  0.11656693  0.26030664  0.06882155]
392.png,[-0.09389527  0.06774738  0.30870804  0.06435706]
393.png,[-0.60905774  0.87338665 -0.04039961  0.11805904]
394.png,[-0.13403977  0.12813136  0.30629993  0.06399478]
395.png,[-0.53675267  0.73636539  0.06190323  0.10185623]
396.png,[-0.23983027  0.36762589  0.15467279  0.09950736]
397.png,[-0.18003142  0.21953666  0.28303381  0.06655654]
398.png,[-0.69261919  1.04992743 -0.11311799  0.1405122 ]
399.png,[-0.18595086  0.28524686  0.21556555  0.09312664]
400.png,[-0.18516645  0.29399172  0.21298325  0.09294884]
401.png,[-0.17055199  0.26080732  0.24785536  0.08593434]
402.png,[-0.14331299  0.22149733  0.26991118  0.08326049]
403.png,[-0.17421236  0.27548902  0.25059198  0.08643053]
404.png,[-0.11025792  0.15834596  0.3205743   0.07899197]
405.png,[-0.09285344  0.13790581  0.33056898  0.07774902]
406.png,[-0.11587495  0.19608406  0.29776129  0.08266564]
407.png,[-0.1299211   0.22023747  0.29304931  0.08299284]
408.png,[-0.05227968  0.06894989  0.38616412  0.0676356 ]
409.png,[-0.08943343  0.15176641  0.34123583  0.07403312]
410.png,[-0.10792792  0.19194726  0.32118437  0.07722205]
