Image Filename,Coefficients
132.png,[-0.26034864 -0.11017258 -0.12137927 -0.13130789]
133.png,[-0.2437174  -0.2177977  -0.0070802  -0.16508577]
134.png,[-0.37503674  0.03963588 -0.15761652 -0.14659692]
135.png,[-0.37390533 -0.01102204 -0.1231671  -0.15187411]
136.png,[-0.47622546  0.17982667 -0.23221814 -0.13743437]
137.png,[-0.41376932  0.06371349 -0.18041906 -0.14130538]
138.png,[-0.6220365   0.4163695  -0.36080707 -0.118227  ]
139.png,[-0.64992003  0.42260902 -0.35655841 -0.12097891]
140.png,[-0.67562065  0.47827105 -0.40856313 -0.10872816]
141.png,[-0.68459085  0.46172366 -0.38621769 -0.11552452]
142.png,[-0.85170809  0.71710497 -0.48947905 -0.11424351]
143.png,[-0.8335729   0.64884752 -0.45938659 -0.11737533]
144.png,[-0.85235675  0.67094095 -0.47139203 -0.11500495]
145.png,[-0.858666    0.64369801 -0.44299016 -0.1229369 ]
146.png,[-0.91205807  0.74211578 -0.50452434 -0.11256728]
147.png,[-0.91454547  0.66475065 -0.44403111 -0.12262413]
148.png,[-1.13349702  1.05164349 -0.66013292 -0.08775544]
149.png,[-0.95271866  0.69058037 -0.44847063 -0.1244861 ]
150.png,[-1.04372063  0.81732602 -0.50023273 -0.11925366]
151.png,[-1.11755996  0.91398858 -0.54980033 -0.11222908]
152.png,[-1.11949341  0.97147298 -0.60221919 -0.10097701]
153.png,[-1.12227536  0.96523922 -0.60156331 -0.10348494]
154.png,[-1.2465463   1.17171266 -0.71071423 -0.08760749]
155.png,[-1.2901532   1.21702287 -0.72260501 -0.08858789]
156.png,[-1.20863627  1.1086462  -0.67536991 -0.09354316]
157.png,[-1.25091766  1.16167895 -0.70152585 -0.09119841]
158.png,[-1.34146921  1.33053163 -0.8047866  -0.07339037]
159.png,[-1.46939646  1.52962974 -0.89837222 -0.0642118 ]
160.png,[-1.31137143  1.2719387  -0.76203807 -0.08576983]
161.png,[-1.34513534  1.27682408 -0.72664025 -0.10378472]
162.png,[-1.48151625  1.50677604 -0.8510259  -0.08691335]
163.png,[-1.59646137  1.71115556 -0.97329352 -0.06618629]
164.png,[-1.55363209  1.66707074 -0.95426088 -0.06917453]
165.png,[-1.49343363  1.53397169 -0.87812296 -0.08251065]
166.png,[-1.60556975  1.69631565 -0.95368356 -0.0734694 ]
167.png,[-1.32884842  1.12303482 -0.58962082 -0.14500928]
168.png,[-1.37846067  1.20873098 -0.63720429 -0.13737456]
169.png,[-1.55970026  1.60337885 -0.91058581 -0.07854579]
170.png,[-1.43265767  1.2988741  -0.68287741 -0.13141306]
171.png,[-1.62655511  1.71013363 -0.95864021 -0.07443848]
172.png,[-1.55176419  1.64024046 -0.94163434 -0.07255547]
173.png,[-1.32798499  1.15630495 -0.61191945 -0.14178312]
174.png,[-1.33403541  1.16538556 -0.6156716  -0.14252471]
175.png,[-1.33116148  1.17059464 -0.62895033 -0.13639529]
176.png,[-1.39467776  1.2673947  -0.67002237 -0.13294575]
177.png,[-1.57427013  1.67798071 -0.96268043 -0.06929895]
178.png,[-1.38165148  1.25590759 -0.66969552 -0.1319858 ]
179.png,[-1.39735896  1.26521882 -0.66170476 -0.13656337]
180.png,[-1.57059332  1.66398904 -0.94711093 -0.07461558]
181.png,[-1.42489823  1.33024952 -0.71011622 -0.12563197]
182.png,[-1.34983399  1.200942   -0.64146567 -0.13654797]
183.png,[-1.42197993  1.30233271 -0.67934872 -0.13408315]
184.png,[-1.43727889  1.33255273 -0.69715634 -0.13116215]
185.png,[-1.5980571   1.70014402 -0.96181327 -0.07225607]
