sec,nanosec,image,motor position #0,motor position #1,wire length #0,wire length #1,loadcell #0,loadcell #1,fx,fy,fz,tx,ty,tz,wire length #0_normalized,wire length #1_normalized,loadcell #0_normalized,loadcell #1_normalized,fx_normalized,fy_normalized,fz_normalized,tx_normalized,ty_normalized,tz_normalized
1728525874,457413086,1_1728525874-457413086.png,-322158,339248,-3.0843865871429443,3.2480084896087646,198.88999938964844,398.4500122070313,-104.95734730964,31.139211532669854,234.33313710032527,22.026412363086123,2.7404688098817256,-8.580011001498415,0.4938271605060436,0.0,0.9990107448527357,0.00047371178846478124,0.5292108121363537,1.0,1.0,1.0,0.0,0.0
1728525874,508321777,2_1728525874-508321777.png,-322158,339248,-3.0843865871429443,3.2480084896087646,198.9199981689453,398.510009765625,-103.52178449202128,29.224394341272568,227.50494779271196,21.360738124679667,3.1273217640147575,-8.53647879463131,0.4938271605060436,0.0,0.999053139961608,0.0005383058636569404,0.5488876192839383,0.9970338762482347,0.9647461997626567,0.9821067266578785,0.0029283202442504756,0.000792044614245091
1728525874,559230225,3_1728525874-559230225.png,-322158,339248,-3.0843865871429443,3.2480084896087646,199.25,398.5799865722656,-102.10330449503796,27.167595924594394,220.72865760164254,20.691252405708937,3.538419023086123,-8.4822883768837,0.4938271605060436,0.0,0.9995195077233494,0.0006136437143262063,0.5683302775924375,0.9938478182455641,0.929760353591129,0.9641110010055427,0.006040160061507205,0.001778009526424179
1728525874,610138916,4_1728525874-610138916.png,-322158,339248,-3.0843865871429443,3.2480084896087646,199.47999572753903,398.6099853515625,-100.70318319408025,24.96653591481069,214.01021802780022,20.01830602678231,3.974185213651419,-8.417189623408472,0.4938271605060436,0.0,0.9998445440794195,0.0006459407519223692,0.5875212990399483,0.9904382936165753,0.89507318896041,0.9460222530744973,0.009338733702884777,0.002962445620866394
1728525874,661047852,5_1728525874-661047852.png,-322158,339248,-3.0843865871429443,3.2480084896087646,199.47999572753903,398.6099853515625,-99.32267780082782,22.61906546507462,207.35551651808973,19.34225451261163,4.43502570955051,-8.340942391001581,0.4938271605060436,0.0,0.9998445440794195,0.0006459407519223692,0.6064434514221668,0.9868019737167897,0.8607151026371587,0.9278500393421927,0.012827109684234193,0.0043497221713829914
1728525874,711956543,6_1728525874-711956543.png,-322158,339248,-3.0843865871429443,3.2480084896087646,199.44000244140625,398.5400085449219,-97.96302488958827,20.123173532994624,200.77036578716582,18.66345776438807,4.921325547358781,-8.253317126864042,0.4938271605060436,0.0,0.999788024455638,0.0005706029012531033,0.6250797854047443,0.9829357433660063,0.8267161055469725,0.9096040339255145,0.01650820257654794,0.0059440157651770575
1728525874,762854492,7_1728525874-762854492.png,-322158,339248,-3.0843865871429443,3.2480084896087646,199.3000030517578,398.5199890136719,-96.62543847778599,17.47699304379582,194.26049329955322,17.982279730085626,5.433448353908284,-8.15409546564861,0.4938271605060436,0.0,0.9995901734261852,0.0005490496391339916,0.6434136608334218,0.9788367103952698,0.7931057684707896,0.8912940197185647,0.020384764887729293,0.007749299439906654
1728525874,813694336,8_1728525874-813694336.png,-322158,339248,-3.0843865871429443,3.2480084896087646,199.3000030517578,398.5199890136719,-95.31110816510636,14.678806914756285,187.83153094550755,17.299088072767987,5.971735288757296,-8.043070812663014,0.4938271605060436,0.0,0.9995901734261852,0.0005490496391339916,0.6614287722401944,0.9745022149789486,0.759913168741573,0.8729298794767768,0.02445937905751496,0.009769332072622122
1728525874,864534424,9_1728525874-864534424.png,-322158,339248,-3.0843865871429443,3.2480084896087646,199.3000030517578,398.5199890136719,-94.02119733486626,11.727053922337952,181.4890049412876,16.614253836809866,6.536504004480252,-7.920048911087732,0.4938271605060436,0.0,0.9995901734261852,0.0005490496391339916,0.6791091734965582,0.9699298387231413,0.7271668380996241,0.8545215868449693,0.028734449587290857,0.012007648059550013
1728525874,915374512,10_1728525874-915374512.png,-322158,339248,-3.0843865871429443,3.2480084896087646,199.52999877929688,398.4500122070313,-92.75684142072686,8.620334393530134,175.2383259822959,15.928151111836655,7.128047627696504,-7.784848391128917,0.4938271605060436,0.0,0.9999152097822552,0.00047371178846478124,0.6964393015711323,0.9651174134817815,0.6948947118534523,0.8360791973240695,0.033212195326892326,0.014467547324556879
1728525874,966213623,11_1728525874-966213623.png,-322158,339248,-3.0843865871429443,3.2480084896087646,199.30999755859372,398.510009765625,-91.51914624177014,5.357415703366946,169.08477967570255,15.241156694143092,7.746633763861529,-7.637301299140378,0.4938271605060436,0.0,0.9996042979410942,0.0005383058636569404,0.7134039993502403,0.9600630298724983,0.6631240794836082,0.817612839170073,0.03789464194127647,0.01715208569206511
1728525875,17053955,12_1728525875-17053955.png,-322158,339248,-3.0843865871429443,3.2480084896087646,198.92999267578125,398.510009765625,-90.30918640896506,1.9372375612569845,163.0335172776108,14.553649745371903,8.39250352898513,-7.47725360486668,0.4938271605060436,0.0,0.9990672644765173,0.0005383058636569404,0.7299885374799766,0.9547650454653401,0.6318815368188619,0.7991327042193503,0.042783614581021014,0.020064065658043362
1728525875,67894287,13_1728525875-67894287.png,-322158,339248,-3.0843865871429443,3.2480084896087646,198.92999267578125,398.510009765625,-89.12800380592657,-1.641082930552878,157.0895467584079,13.866011448311752,9.065870611558758,-7.304565685046371,0.4938271605060436,0.0,0.9990672644765173,0.0005383058636569404,0.7461786351899629,0.9492220926185251,0.6011929399067941,0.7806490386365228,0.04788073078149379,0.023206027591110928
